Percentages,filename,true classes,predicted classes,style,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist,Year
56.59,4742.jpg,1.0,1.0,Romanticism,"Pachtuwa-Chta, an Arrikkara Warrior, plate 27 from Volume 1 of 'Travels in the Interior of North America'",wikiart,2169173.0,3482.0,2584.0,portrait,1843,Karl Bodmer,1843
13.51,10331.jpg,1.0,0.0,Romanticism,"Ptihn-Tak-Ochata, Dance of the Mandan Women, plate 28 from Volume 1 of 'Travels in the Interior of North America'",wikiart,2068626.0,2584.0,3482.0,genre painting,1843,Karl Bodmer,1843
15.48,49287.jpg,1.0,0.0,Romanticism,Interior view of the Palm House of Lednice Castle,wikiart,6963983.0,2559.0,3500.0,interior,1842,Rudolf von Alt,1842
42.24,21276.jpg,0.0,0.0,Impressionism,Spring on West 78th Street,wikiart,3238154.0,3192.0,2800.0,cityscape,1905,Childe Hassam,1905
80.51,33192.jpg,1.0,1.0,Romanticism,"Study of heads, figures, and foliage",wikiart,2743130.0,3620.0,2437.0,sketch and study,0,Caspar David Friedrich,1870
28.61,48925.jpg,0.0,0.0,Impressionism,Breton harbour,wikiart,5556119.0,2652.0,3324.0,landscape,c.1879,Odilon Redon,1879
86.1,98496.jpg,1.0,1.0,Romanticism,A Silent Greeting,wikiart,3656256.0,3450.0,2545.0,genre painting,1889,Sir Lawrence Alma-Tadema,1889
8.0,14968.jpg,1.0,0.0,Romanticism,Wienerwald landscape with Wildegg castle,wikipedia,4246417.0,2643.0,3300.0,landscape,1855,Ferdinand Georg Waldmüller,1855
60.57,94284.jpg,1.0,1.0,Romanticism,Hesiod and the Muse,wikiart,1139705.0,3421.0,2536.0,mythological painting,0,Eugene Delacroix,1870
33.15,95275.jpg,1.0,0.0,Romanticism,Lieutenant-General William Stuart,wikipedia,5754242.0,3216.0,2686.0,portrait,0,Henry Raeburn,1870
3.16,14673.jpg,1.0,0.0,Romanticism,Frederic Chopin ,wikiart,818509.0,3391.0,2536.0,portrait,1838,Eugene Delacroix,1838
46.86,99133.jpg,0.0,0.0,Impressionism,The Ballet Class,wikiart,1940855.0,3156.0,2715.0,genre painting,1874,Edgar Degas,1874
37.33,52238.jpg,0.0,0.0,Impressionism,Portrait after a Costume Ball (Portrait of Madame Dietz Monnin),wikiart,1773407.0,3148.0,2717.0,portrait,1879,Edgar Degas,1879
7.19,72449.jpg,1.0,0.0,Romanticism, Self-Portrait,wikiart,2260529.0,3555.0,2400.0,self-portrait,0,David Wilkie,1870
6.27,36439.jpg,0.0,0.0,Impressionism,Child with crown,wikiart,1768655.0,3306.0,2576.0,genre painting,0,Pericles Pantazis ,1870
30.87,56587.jpg,1.0,0.0,Romanticism,Elizabeth Siddal Seated at an Easel,wikiart,1274467.0,3700.0,2299.0,sketch and study,1852,Dante Gabriel Rossetti,1852
2.14,28824.jpg,0.0,0.0,Impressionism,Haystacks,wikipedia,2236847.0,2428.0,3500.0,landscape,0,"White Frost, Sunrise",1870
10.01,26233.jpg,1.0,0.0,Romanticism,"Punka Indians Encamped on the Banks of the Missouri, plate 11 from volume 1 of `Travels in the Interior of North America'",wikiart,1778201.0,2608.0,3242.0,landscape,1843,Karl Bodmer,1843
3.33,90572.jpg,0.0,0.0,Impressionism,The Temptation of St. Anthony,wikiart,881970.0,2662.0,3176.0,religious painting,c.1877,Paul Cezanne,1877
59.29,80463.jpg,0.0,1.0,Impressionism,Portrait of Madame Cezanne ,wikiart,919339.0,3322.0,2536.0,portrait,1878,Paul Cezanne,1878
20.96,92952.jpg,1.0,0.0,Romanticism,The sleep of reason produces monsters,wikipedia,2683681.0,3510.0,2391.0,capriccio,1799,Francisco Goya,1799
83.58,26042.jpg,0.0,1.0,Impressionism,Portrait of Victor Chocquet ,wikiart,953453.0,3309.0,2536.0,portrait,1877,Paul Cezanne,1877
3.66,20090.jpg,0.0,0.0,Impressionism,The pond of the Jas de Bouffan ,wikiart,908410.0,3303.0,2536.0,landscape,1878,Paul Cezanne,1878
51.37,1431.jpg,1.0,1.0,Romanticism,The Murder,wikiart,496220.0,2637.0,3176.0,genre painting,c.1868,Paul Cezanne,1868
3.18,100236.jpg,0.0,0.0,Impressionism,Omnibus,wikiart,1847571.0,3556.0,2351.0,genre painting,1893,Anders Zorn,1893
61.99,16692.jpg,0.0,1.0,Impressionism,Bathers,wikiart,1074899.0,2623.0,3176.0,genre painting,1875,Paul Cezanne,1875
10.72,86549.jpg,0.0,0.0,Impressionism,The Nile at Aswan,wikipedia,4806918.0,2514.0,3300.0,landscape,1914.0,Max Slevogt,1914
78.61,20440.jpg,0.0,1.0,Impressionism,Portrait of an Actress in Eighteenth Century Dress,wikiart,1830767.0,3217.0,2575.0,portrait,c.1883,James Tissot,1883
80.4,80605.jpg,1.0,1.0,Romanticism,Hunt,wikipedia,1587096.0,3326.0,2490.0,portrait,0,Dante Gabriel Rossetti,1870
2.44,5199.jpg,1.0,0.0,Romanticism,Portrait of Dante Gabriel Rossetti ,wikiart,1587100.0,3326.0,2490.0,portrait,1853,William Holman Hunt,1853
5.7,81256.jpg,1.0,0.0,Romanticism,Rock in the Forest of Fontainbleau,wikiart,1054598.0,3261.0,2536.0,landscape,1868,Paul Cezanne,1868
22.54,64480.jpg,0.0,0.0,Impressionism,The Eternal Woman,wikiart,958500.0,2600.0,3176.0,symbolic painting,1877,Paul Cezanne,1877
99.32,8521.jpg,0.0,1.0,Impressionism,Self-portrait,wikiart,635225.0,3249.0,2536.0,self-portrait,1875,Paul Cezanne,1875
74.51,63776.jpg,0.0,1.0,Impressionism,The Seine at Bercy,wikiart,1048586.0,2590.0,3176.0,cityscape,1878,Paul Cezanne,1878
79.87,13613.jpg,1.0,1.0,Romanticism,La Descente de croix ,wikiart,1535951.0,2165.0,3796.0,religious painting,1855.0,Theodore Chasseriau,1855
56.66,72536.jpg,1.0,1.0,Romanticism,Silver Favourites,wikiart,3238267.0,3488.0,2356.0,genre painting,1903,Sir Lawrence Alma-Tadema,1903
46.31,98645.jpg,0.0,0.0,Impressionism,Woman Leaving Her Bath,wikiart,2113936.0,3139.0,2616.0,nude painting (nu),1898,Edgar Degas,1898
2.35,83413.jpg,1.0,0.0,Romanticism,Bathers,wikiart,784350.0,2582.0,3176.0,genre painting,1870,Paul Cezanne,1870
14.23,16139.jpg,0.0,0.0,Impressionism,Vetheuil,wikiart,1108621.0,2456.0,3335.0,landscape,1879,Claude Monet,1879
1.74,74505.jpg,1.0,0.0,Romanticism,A Favourite Custom,wikiart,3748883.0,3466.0,2360.0,genre painting,1909,Sir Lawrence Alma-Tadema,1909
96.52,56518.jpg,1.0,1.0,Romanticism,The landing site in Stein an der Donau,wikiart,5330731.0,2358.0,3450.0,cityscape,1844,Rudolf von Alt,1844
24.4,91127.jpg,0.0,0.0,Impressionism,Pont de Moret sur Loing,wikiart,657042.0,2556.0,3176.0,landscape,c.1885,Alfred Sisley,1885
48.25,60553.jpg,1.0,0.0,Romanticism,Portrait équestre de François Adolphe Akermann,wikiart,1145267.0,3438.0,2358.0,portrait,1870,Franz Xaver Winterhalter,1870
14.28,62534.jpg,0.0,0.0,Impressionism,Woman Having Her Hair Combed,wikiart,1912056.0,3162.0,2563.0,nude painting (nu),1895,Edgar Degas,1895
26.67,7959.jpg,0.0,0.0,Impressionism,Afternoon in Naples ,wikiart,884549.0,2540.0,3176.0,genre painting,c.1875,Paul Cezanne,1875
28.44,41649.jpg,0.0,0.0,Impressionism,View of Auvers,wikiart,1044039.0,3174.0,2536.0,landscape,1873,Paul Cezanne,1873
67.5,61899.jpg,1.0,1.0,Romanticism,Trees in the snow,wikiart,1395435.0,3135.0,2536.0,landscape,1828,Caspar David Friedrich,1828
75.23,91655.jpg,0.0,1.0,Impressionism,In the Dining Room,wikipedia,790618.0,3131.0,2536.0,genre painting,c.1875,Berthe Morisot,1875
20.44,13119.jpg,1.0,0.0,Romanticism,John Allen,wikiart,933151.0,3308.0,2400.0,portrait,0,Edwin Henry Landseer,1870
95.12,58658.jpg,0.0,1.0,Impressionism,Dance in Gopsmor,wikiart,1057120.0,3264.0,2432.0,genre painting,1906,Anders Zorn,1906
21.45,71756.jpg,1.0,0.0,Romanticism,Still Life with Bread and Eggs,wikiart,582879.0,2497.0,3176.0,still life,1865,Paul Cezanne,1865
84.94,14705.jpg,0.0,1.0,Impressionism,Orchestra of the Opera,wikiart,1546748.0,3157.0,2508.0,genre painting,1869,Edgar Degas,1869
43.44,61167.jpg,0.0,0.0,Impressionism,Camille Monet and a Child in the Artist’s Garden in Argenteuil,wikiart,4166741.0,2586.0,3060.0,portrait,1875,Claude Monet,1875
10.92,982.jpg,1.0,0.0,Romanticism,The Crockery Vendor,wikiart,1496431.0,3051.0,2586.0,genre painting,1779,Francisco Goya,1779
98.38,58660.jpg,1.0,1.0,Romanticism,"William Lamb, 2nd Viscount Melbourne",wikiart,1214855.0,3287.0,2400.0,portrait,0,Edwin Henry Landseer,1870
17.1,25493.jpg,0.0,0.0,Impressionism,Church at Moret after the Rain,wikiart,811617.0,3100.0,2536.0,cityscape,1894,Alfred Sisley,1894
33.64,96144.jpg,0.0,0.0,Impressionism,Dancers in Foyer,wikiart,831659.0,2473.0,3176.0,genre painting,1890,Edgar Degas,1890
16.88,513.jpg,1.0,0.0,Romanticism,View of Salisbury Cathedral from the Bishop's Grounds,wikiart,1315825.0,2472.0,3176.0,landscape,c.1823,John Constable,1823
5.37,11233.jpg,0.0,0.0,Impressionism,Rouen Cathedral,wikiart,1625486.0,3500.0,2243.0,cityscape,1893,Claude Monet,1893
6.26,59845.jpg,0.0,0.0,Impressionism,Mountain Landscape,wikiart,3117799.0,2572.0,3048.0,landscape,c.1895,"Pontgibaud, village in Peschadoire",1895
2.52,35626.jpg,1.0,0.0,Romanticism,Portrait of Anthony Valabregue,wikiart,624779.0,3081.0,2536.0,portrait,c.1870,Paul Cezanne,1870
2.6,72602.jpg,0.0,0.0,Impressionism,Garden in Louveciennes in the Snow,wikiart,940002.0,3069.0,2536.0,cityscape,1874,Alfred Sisley,1874
40.74,64759.jpg,1.0,0.0,Romanticism,Portrait of Uncle Dominique as a Monk,wikiart,856153.0,3061.0,2536.0,portrait,c.1866,Paul Cezanne,1866
64.65,2570.jpg,0.0,1.0,Impressionism,The Tub,wikiart,1625543.0,2814.0,2754.0,nude painting (nu),1886,Edgar Degas,1886
2.37,33800.jpg,0.0,0.0,Impressionism,French Landscape,wikiart,2125747.0,2269.0,3405.0,landscape,0,Georg Pauli,1870
1.89,46083.jpg,0.0,0.0,Impressionism,Self-portrait in front of a mirror,wikiart,855712.0,3046.0,2536.0,self-portrait,1883,Henri de Toulouse-Lautrec,1883
68.92,90093.jpg,0.0,1.0,Impressionism,Water Lily Pond at Giverny,wikiart,4406562.0,3190.0,2420.0,flower painting,1919,Claude Monet,1919
21.26,75455.jpg,0.0,0.0,Impressionism,Count Alphonse de Toulouse Lautrec driving a four horse hitch,wikiart,981719.0,2426.0,3176.0,genre painting,1881,Henri de Toulouse-Lautrec,1881
42.84,23179.jpg,1.0,0.0,Romanticism,The Burning of the Houses of Parliament,wikiart,1101067.0,2423.0,3176.0,cityscape,1835,William Turner,1835
2.79,15562.jpg,0.0,0.0,Impressionism,"Rouen Cathedral, evening, harmony in brown",wikiart,4963942.0,3350.0,2297.0,cityscape,1894,Claude Monet,1894
8.4,91548.jpg,0.0,0.0,Impressionism,Mother with Child,wikiart,1033097.0,3250.0,2365.0,genre painting,1865,Honore Daumier,1865
22.61,24340.jpg,1.0,0.0,Romanticism,Bathing nymphs,wikiart,412011.0,2419.0,3176.0,mythological painting,1831,Francesco Hayez,1831
11.63,25992.jpg,1.0,0.0,Romanticism,"Rio Santa Barnaba, Venice",wikiart,2257826.0,3000.0,2559.0,cityscape,0,Franz Richard Unterberger,1870
59.44,62253.jpg,0.0,1.0,Impressionism,By way of the old ferry,wikiart,956990.0,2415.0,3176.0,landscape,1880,Alfred Sisley,1880
29.04,36633.jpg,1.0,0.0,Romanticism,Comedy scene (scene from Molière),wikiart,1408827.0,3250.0,2359.0,genre painting,0,Honore Daumier,1870
45.4,94058.jpg,1.0,0.0,Romanticism,Saul and the Witch of Endor,wikiart,6000393.0,3230.0,2370.0,religious painting,1866,Gustave Dore,1866
9.36,44311.jpg,0.0,0.0,Impressionism,Woman Ironing,wikiart,1642437.0,3137.0,2437.0,genre painting,1869,Edgar Degas,1869
17.03,100283.jpg,0.0,0.0,Impressionism,Road,wikiart,1055039.0,2401.0,3176.0,landscape,1876,Paul Cezanne,1876
2.35,100152.jpg,0.0,0.0,Impressionism,Self-portrait in front of pink background,wikiart,672258.0,3006.0,2536.0,self-portrait,1875,Paul Cezanne,1875
47.27,3486.jpg,1.0,0.0,Romanticism,The Abduction,wikiart,553804.0,2400.0,3176.0,mythological painting,1867,Paul Cezanne,1867
24.84,37160.jpg,0.0,0.0,Impressionism,"Weeping Willow, Giverny",wikiart,3090321.0,3041.0,2500.0,landscape,1922,Claude Monet,1922
26.44,41031.jpg,1.0,0.0,Romanticism,Portrait of John Everett Millais,wikiart,2677987.0,3163.0,2400.0,portrait,1853,William Holman Hunt,1853
66.76,93521.jpg,0.0,1.0,Impressionism,Singer in Green,wikiart,2337753.0,3170.0,2394.0,portrait,1884,Edgar Degas,1884
2.61,22152.jpg,1.0,0.0,Romanticism,Riesengebirge,wikiart,2850691.0,2325.0,3264.0,landscape,0,Caspar David Friedrich,1870
37.69,88170.jpg,0.0,0.0,Impressionism,Mrs. Newton with a child by a pool,wikiart,4146140.0,2526.0,3000.0,genre painting,0,James Tissot,1870
6.26,78280.jpg,0.0,0.0,Impressionism,Head of a Young Woman,wikiart,1445244.0,3186.0,2378.0,portrait,1867,Edgar Degas,1867
92.35,89072.jpg,1.0,1.0,Romanticism,"Amalfi, The Gulf Of Salerno",wikiart,1506750.0,3000.0,2525.0,cityscape,0,Franz Richard Unterberger,1870
89.75,97396.jpg,1.0,1.0,Romanticism,View of the Godesburg and the Seven Mountains,wikiart,965753.0,2312.0,3263.0,landscape,c.1836,Karl Bodmer,1836
37.05,22774.jpg,1.0,0.0,Romanticism,The Sea of Ice,wikiart,1619253.0,2375.0,3176.0,landscape,1824,Caspar David Friedrich,1824
1.47,97952.jpg,1.0,0.0,Romanticism,Choosing,wikiart,3517423.0,3178.0,2373.0,portrait,0,George Frederick Watts,1870
10.07,94051.jpg,1.0,0.0,Romanticism,The Meadow of San Isidro on his Feast Day,wikiart,4613199.0,1836.0,4096.0,genre painting,1788,Francisco Goya,1788
34.4,11295.jpg,0.0,0.0,Impressionism,Edmond and Thérèse Morbilli,wikiart,1265739.0,3146.0,2388.0,portrait,1867,Edgar Degas,1867
33.33,78308.jpg,1.0,0.0,Romanticism,"Elizabeth Vassall Fox, Lady Holland Henry Richard Vassall Fox, 3rd Baron Holland Mrs Brown",wikiart,1125633.0,3130.0,2400.0,sketch and study,0,Edwin Henry Landseer,1870
3.21,7614.jpg,0.0,0.0,Impressionism,Edmond Duranty,wikiart,1425713.0,2765.0,2708.0,portrait,1879,Edgar Degas,1879
32.53,56418.jpg,0.0,0.0,Impressionism,Pierrot with Guitar,wikiart,1505931.0,3250.0,2302.0,genre painting,1869,Honore Daumier,1869
18.07,98820.jpg,1.0,0.0,Romanticism,Painter dividing into sheets a paperboard of drawing,wikiart,870341.0,3252.0,2299.0,genre painting,0,Honore Daumier,1870
2.21,30734.jpg,1.0,0.0,Romanticism,The big connection channel at Southall Mill,wikiart,419648.0,2354.0,3176.0,genre painting,1810,William Turner,1810
7.68,84017.jpg,0.0,0.0,Impressionism,The Dancing Examination,wikiart,1633618.0,3173.0,2356.0,genre painting,1880,Edgar Degas,1880
21.83,44022.jpg,0.0,0.0,Impressionism,"Ballet Class, the Dance Hall",wikiart,1702450.0,2792.0,2676.0,genre painting,1880,Edgar Degas,1880
79.57,50999.jpg,1.0,1.0,Romanticism,The Black Marble Clock ,wikiart,735063.0,2347.0,3176.0,still life,c.1870,Paul Cezanne,1870
2.32,49008.jpg,1.0,0.0,Romanticism,Henry Fawcett; Dame Millicent Garrett Fawcett,wikiart,1308709.0,3105.0,2400.0,portrait,1872,Ford Madox Brown,1872
2.05,46078.jpg,1.0,0.0,Romanticism,Danse de fiançailles,wikiart,4266985.0,2784.0,2674.0,design,1885.0,Luc-Olivier Merson,1885
76.36,79439.jpg,1.0,1.0,Romanticism,View of Orvieto,wikiart,415074.0,2337.0,3176.0,landscape,1829,William Turner,1829
50.29,13761.jpg,1.0,1.0,Romanticism,John Playfair,wikiart,684110.0,3090.0,2400.0,portrait,c.1811,Henry Raeburn,1811
2.83,25299.jpg,0.0,0.0,Impressionism,The Hermitage at Pontoise,wikiart,811302.0,2335.0,3176.0,landscape,1874,Camille Pissarro,1874
69.88,96231.jpg,0.0,1.0,Impressionism,A Painter at Work,wikiart,837995.0,2334.0,3176.0,genre painting,1875,Paul Cezanne,1875
10.56,84733.jpg,0.0,0.0,Impressionism,Cafe Concert,wikiart,1505576.0,3155.0,2349.0,genre painting,1877,At Les Ambassadeurs,1877
44.84,42660.jpg,0.0,0.0,Impressionism,"Tuileries, the woman with a parasol",wikiart,1549188.0,3176.0,2332.0,portrait,1877,Edgar Degas,1877
22.26,22770.jpg,1.0,0.0,Romanticism,Annie Miller,wikiart,1392897.0,3026.0,2446.0,sketch and study,1877,Dante Gabriel Rossetti,1877
95.2,11288.jpg,0.0,1.0,Impressionism,Fisherman's House at Varengeville,wikiart,2165900.0,2467.0,3000.0,landscape,1882,Claude Monet,1882
59.96,3603.jpg,0.0,1.0,Impressionism,By the Water (Near the Lake),wikiart,3101665.0,2500.0,2959.0,genre painting,c.1880,Pierre-Auguste Renoir,1880
24.22,71254.jpg,0.0,0.0,Impressionism,Blooming Apple Trees,wikiart,2900984.0,2390.0,3095.0,landscape,0,Kimon Loghi,1870
46.22,28594.jpg,0.0,0.0,Impressionism,Helene Rouart in Her Father s Study,wikiart,1232868.0,3176.0,2329.0,portrait,1886,Edgar Degas,1886
27.6,58700.jpg,1.0,0.0,Romanticism,Cenotaph to the Memory of Sir Joshua Reynolds,wikiart,9225105.0,3000.0,2462.0,landscape,0,John Constable,1870
11.82,90352.jpg,0.0,0.0,Impressionism,Marina,wikiart,1739629.0,2358.0,3129.0,marina,1898,Eugene Boudin,1898
60.08,57427.jpg,1.0,1.0,Romanticism,The Judgement of Paris,wikiart,844647.0,2303.0,3200.0,mythological painting,1864,Paul Cezanne,1864
3.19,101496.jpg,1.0,0.0,Romanticism,"Bonneville, Savoy with Mont Blanc",wikiart,445794.0,2302.0,3200.0,landscape,1803,William Turner,1803
76.81,51988.jpg,1.0,1.0,Romanticism,Deer and Deer Hounds in a Mountain Torrent,wikiart,4510560.0,2380.0,3093.0,wildlife painting,1832,Edwin Henry Landseer,1832
99.15,63091.jpg,0.0,1.0,Impressionism,Dancers in Blue,wikiart,601799.0,2902.0,2536.0,genre painting,1895,Edgar Degas,1895
15.61,76890.jpg,1.0,0.0,Romanticism,Francis Horner,wikiart,839023.0,3061.0,2400.0,portrait,0,Henry Raeburn,1870
17.08,64162.jpg,1.0,0.0,Romanticism,View to Mödling,wikipedia,4582210.0,2448.0,3000.0,landscape,1848,Ferdinand Georg Waldmüller,1848
97.22,82842.jpg,0.0,1.0,Impressionism,At the Races,wikiart,843036.0,1792.0,4096.0,genre painting,c.1892,Before the Start,1892
58.99,36886.jpg,0.0,1.0,Impressionism,Dancer in her dressing room,wikiart,1372803.0,3083.0,2378.0,genre painting,1879,Edgar Degas,1879
2.16,16319.jpg,1.0,0.0,Romanticism,A Rest by the Roadside,wikiart,1899010.0,3000.0,2443.0,genre painting,0,William Shayer,1870
2.41,12173.jpg,0.0,0.0,Impressionism,Flying Shadows,wikiart,1588586.0,2436.0,3000.0,landscape,1910.0,Robert Julian Onderdonk,1910
6.57,63892.jpg,1.0,0.0,Romanticism,Souvenir of Achéres,wikiart,1720913.0,2260.0,3232.0,landscape,1903,Jean-Leon Gerome,1903
95.13,23523.jpg,0.0,1.0,Impressionism,Dancer Posing,wikiart,1777672.0,3162.0,2310.0,genre painting,1878,Edgar Degas,1878
78.21,54855.jpg,1.0,1.0,Romanticism,Funeral scene at the beach,wikiart,1043735.0,2431.0,3000.0,genre painting,0,Caspar David Friedrich,1870
3.61,33351.jpg,0.0,0.0,Impressionism,Woman at Her Toilette,wikiart,1876378.0,2682.0,2715.0,nude painting (nu),1905,Edgar Degas,1905
83.31,54838.jpg,1.0,1.0,Romanticism,A Chestnut Racehorse,wikiart,3566453.0,2516.0,2892.0,animal painting,0,George Stubbs,1870
31.24,95494.jpg,0.0,0.0,Impressionism,The Pedicure,wikiart,1461258.0,3147.0,2310.0,genre painting,1873,Edgar Degas,1873
97.51,86255.jpg,1.0,1.0,Romanticism,The Wheel of Fortune,wikiart,2473563.0,3780.0,1919.0,allegorical painting,1883,Edward Burne-Jones,1883
76.88,50977.jpg,0.0,1.0,Impressionism,Landscape near Montecarlo,wikiart,2395530.0,2419.0,2997.0,landscape,1883,Claude Monet,1883
98.64,58952.jpg,0.0,1.0,Impressionism,The Cup of Tea (Breakfast after Bathing),wikiart,1610096.0,3171.0,2285.0,genre painting,1883,Edgar Degas,1883
32.76,54385.jpg,1.0,0.0,Romanticism,Veronica Veronese,wikiart,4772063.0,2980.0,2428.0,portrait,1872,Dante Gabriel Rossetti,1872
97.03,26979.jpg,0.0,1.0,Impressionism,The Toilette,wikiart,1884355.0,2647.0,2733.0,nude painting (nu),1897,Edgar Degas,1897
60.16,20745.jpg,0.0,1.0,Impressionism,Two Dancers on Stage,wikiart,1560288.0,3132.0,2304.0,genre painting,1877,Edgar Degas,1877
27.39,58972.jpg,0.0,0.0,Impressionism,Sunset,wikiart,2505657.0,2333.0,3093.0,landscape,0,Kimon Loghi,1870
83.5,5701.jpg,0.0,1.0,Impressionism,The Absinthe Drinker,wikiart,1383529.0,3170.0,2274.0,genre painting,1876,Edgar Degas,1876
8.59,32737.jpg,1.0,0.0,Romanticism,"Blackman Street, London",wikiart,1795206.0,3000.0,2402.0,cityscape,1885,John Atkinson Grimshaw,1885
3.78,17412.jpg,0.0,0.0,Impressionism,Two harlequins,wikiart,1516856.0,3154.0,2282.0,genre painting,1886,Edgar Degas,1886
16.87,5458.jpg,1.0,0.0,Romanticism,The Epsom Derby,wikiart,698840.0,2248.0,3200.0,animal painting,1821,Theodore Gericault,1821
5.16,38252.jpg,0.0,0.0,Impressionism,Trees in Bloom,wikiart,1206162.0,2396.0,3000.0,landscape,1872,Claude Monet,1872
4.55,76222.jpg,0.0,0.0,Impressionism,"After the Bath, Woman Drying Herself ",wikiart,1632640.0,2760.0,2603.0,nude painting (nu),1892,Edgar Degas,1892
2.51,57620.jpg,0.0,0.0,Impressionism,The Rock Needle Seen through the Porte d'Aval,wikiart,1818565.0,2412.0,2977.0,landscape,1886,Claude Monet,1886
20.04,99707.jpg,1.0,0.0,Romanticism,Back view of a bather,wikiart,541198.0,2829.0,2536.0,nude painting (nu),1859,Francesco Hayez,1859
23.13,34888.jpg,0.0,0.0,Impressionism,The Church at Varengeville,wikiart,3595007.0,2391.0,3000.0,landscape,1882,Claude Monet,1882
4.38,11308.jpg,0.0,0.0,Impressionism,The Promenade near Limetz,wikiart,2402461.0,2390.0,3000.0,genre painting,1887,Claude Monet,1887
50.98,55896.jpg,1.0,1.0,Romanticism,Chalk Cliffs on Rügen,wikiart,2526088.0,3000.0,2383.0,landscape,c.1817,Caspar David Friedrich,1817
2.8,19915.jpg,0.0,0.0,Impressionism,Flood Waters,wikiart,2073325.0,2383.0,3000.0,landscape,1896,Claude Monet,1896
48.64,71862.jpg,1.0,0.0,Romanticism,Self-portrait,wikiart,1485145.0,2974.0,2400.0,self-portrait,1851,Arthur Hughes,1851
3.52,70292.jpg,0.0,0.0,Impressionism,Before dusk,wikiart,1101634.0,2876.0,2480.0,landscape,0,Konstantinos Volanakis,1870
30.65,86389.jpg,0.0,0.0,Impressionism,The Mannerport near Etretat,wikiart,2035400.0,3000.0,2376.0,landscape,1886,Claude Monet,1886
30.41,40130.jpg,0.0,0.0,Impressionism,The Obstpfluckerin,wikiart,968655.0,2223.0,3200.0,genre painting,1877,Paul Cezanne,1877
