style,new_filename,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Romanticism,83413.jpg,Bathers,wikiart,784350.0,2582.0,3176.0,genre painting,1870,Paul Cezanne
Impressionism,16139.jpg,Vetheuil,wikiart,1108621.0,2456.0,3335.0,landscape,1879,Claude Monet
Romanticism,74505.jpg,A Favourite Custom,wikiart,3748883.0,3466.0,2360.0,genre painting,1909,Sir Lawrence Alma-Tadema
Romanticism,56518.jpg,The landing site in Stein an der Donau,wikiart,5330731.0,2358.0,3450.0,cityscape,1844,Rudolf von Alt
Impressionism,91127.jpg,Pont de Moret sur Loing,wikiart,657042.0,2556.0,3176.0,landscape,c.1885,Alfred Sisley
Romanticism,60553.jpg,Portrait équestre de François Adolphe Akermann,wikiart,1145267.0,3438.0,2358.0,portrait,1870,Franz Xaver Winterhalter
Impressionism,62534.jpg,Woman Having Her Hair Combed,wikiart,1912056.0,3162.0,2563.0,nude painting (nu),1895,Edgar Degas
Impressionism,7959.jpg,Afternoon in Naples ,wikiart,884549.0,2540.0,3176.0,genre painting,c.1875,Paul Cezanne
Impressionism,41649.jpg,View of Auvers,wikiart,1044039.0,3174.0,2536.0,landscape,1873,Paul Cezanne
Romanticism,61899.jpg,Trees in the snow,wikiart,1395435.0,3135.0,2536.0,landscape,1828,Caspar David Friedrich
Impressionism,91655.jpg,In the Dining Room,wikipedia,790618.0,3131.0,2536.0,genre painting,c.1875,Berthe Morisot
Romanticism,13119.jpg,John Allen,wikiart,933151.0,3308.0,2400.0,portrait,,Edwin Henry Landseer
Impressionism,58658.jpg,Dance in Gopsmor,wikiart,1057120.0,3264.0,2432.0,genre painting,1906,Anders Zorn
Romanticism,71756.jpg,Still Life with Bread and Eggs,wikiart,582879.0,2497.0,3176.0,still life,1865,Paul Cezanne
Impressionism,14705.jpg,Orchestra of the Opera,wikiart,1546748.0,3157.0,2508.0,genre painting,1869,Edgar Degas
Impressionism,61167.jpg,Camille Monet and a Child in the Artist’s Garden in Argenteuil,wikiart,4166741.0,2586.0,3060.0,portrait,1875,Claude Monet
Romanticism,982.jpg,The Crockery Vendor,wikiart,1496431.0,3051.0,2586.0,genre painting,1779,Francisco Goya
Romanticism,58660.jpg,"William Lamb, 2nd Viscount Melbourne",wikiart,1214855.0,3287.0,2400.0,portrait,,Edwin Henry Landseer
Impressionism,25493.jpg,Church at Moret after the Rain,wikiart,811617.0,3100.0,2536.0,cityscape,1894,Alfred Sisley
Impressionism,96144.jpg,Dancers in Foyer,wikiart,831659.0,2473.0,3176.0,genre painting,1890,Edgar Degas
Romanticism,513.jpg,View of Salisbury Cathedral from the Bishop's Grounds,wikiart,1315825.0,2472.0,3176.0,landscape,c.1823,John Constable
Impressionism,11233.jpg,Rouen Cathedral,wikiart,1625486.0,3500.0,2243.0,cityscape,1893,Claude Monet
Impressionism,59845.jpg,Mountain Landscape,wikiart,3117799.0,2572.0,3048.0,landscape,c.1895,"Pontgibaud, village in Peschadoire"
Romanticism,35626.jpg,Portrait of Anthony Valabregue,wikiart,624779.0,3081.0,2536.0,portrait,c.1870,Paul Cezanne
Impressionism,72602.jpg,Garden in Louveciennes in the Snow,wikiart,940002.0,3069.0,2536.0,cityscape,1874,Alfred Sisley
Romanticism,64759.jpg,Portrait of Uncle Dominique as a Monk,wikiart,856153.0,3061.0,2536.0,portrait,c.1866,Paul Cezanne
Impressionism,2570.jpg,The Tub,wikiart,1625543.0,2814.0,2754.0,nude painting (nu),1886,Edgar Degas
Impressionism,33800.jpg,French Landscape,wikiart,2125747.0,2269.0,3405.0,landscape,,Georg Pauli
Impressionism,46083.jpg,Self-portrait in front of a mirror,wikiart,855712.0,3046.0,2536.0,self-portrait,1883,Henri de Toulouse-Lautrec
Impressionism,90093.jpg,Water Lily Pond at Giverny,wikiart,4406562.0,3190.0,2420.0,flower painting,1919,Claude Monet
Impressionism,75455.jpg,Count Alphonse de Toulouse Lautrec driving a four horse hitch,wikiart,981719.0,2426.0,3176.0,genre painting,1881,Henri de Toulouse-Lautrec
Romanticism,23179.jpg,The Burning of the Houses of Parliament,wikiart,1101067.0,2423.0,3176.0,cityscape,1835,William Turner
Impressionism,15562.jpg,"Rouen Cathedral, evening, harmony in brown",wikiart,4963942.0,3350.0,2297.0,cityscape,1894,Claude Monet
Impressionism,91548.jpg,Mother with Child,wikiart,1033097.0,3250.0,2365.0,genre painting,1865,Honore Daumier
Romanticism,24340.jpg,Bathing nymphs,wikiart,412011.0,2419.0,3176.0,mythological painting,1831,Francesco Hayez
Romanticism,25992.jpg,"Rio Santa Barnaba, Venice",wikiart,2257826.0,3000.0,2559.0,cityscape,,Franz Richard Unterberger
Impressionism,62253.jpg,By way of the old ferry,wikiart,956990.0,2415.0,3176.0,landscape,1880,Alfred Sisley
Romanticism,36633.jpg,Comedy scene (scene from Molière),wikiart,1408827.0,3250.0,2359.0,genre painting,,Honore Daumier
Romanticism,94058.jpg,Saul and the Witch of Endor,wikiart,6000393.0,3230.0,2370.0,religious painting,1866,Gustave Dore
Impressionism,44311.jpg,Woman Ironing,wikiart,1642437.0,3137.0,2437.0,genre painting,1869,Edgar Degas
Impressionism,100283.jpg,Road,wikiart,1055039.0,2401.0,3176.0,landscape,1876,Paul Cezanne
Impressionism,100152.jpg,Self-portrait in front of pink background,wikiart,672258.0,3006.0,2536.0,self-portrait,1875,Paul Cezanne
Romanticism,3486.jpg,The Abduction,wikiart,553804.0,2400.0,3176.0,mythological painting,1867,Paul Cezanne
Impressionism,37160.jpg,"Weeping Willow, Giverny",wikiart,3090321.0,3041.0,2500.0,landscape,1922,Claude Monet
Romanticism,41031.jpg,Portrait of John Everett Millais,wikiart,2677987.0,3163.0,2400.0,portrait,1853,William Holman Hunt
Impressionism,93521.jpg,Singer in Green,wikiart,2337753.0,3170.0,2394.0,portrait,1884,Edgar Degas
Romanticism,22152.jpg,Riesengebirge,wikiart,2850691.0,2325.0,3264.0,landscape,,Caspar David Friedrich
Impressionism,88170.jpg,Mrs. Newton with a child by a pool,wikiart,4146140.0,2526.0,3000.0,genre painting,,James Tissot
Impressionism,78280.jpg,Head of a Young Woman,wikiart,1445244.0,3186.0,2378.0,portrait,1867,Edgar Degas
Romanticism,89072.jpg,"Amalfi, The Gulf Of Salerno",wikiart,1506750.0,3000.0,2525.0,cityscape,,Franz Richard Unterberger
Romanticism,97396.jpg,View of the Godesburg and the Seven Mountains,wikiart,965753.0,2312.0,3263.0,landscape,c.1836,Karl Bodmer
Romanticism,22774.jpg,The Sea of Ice,wikiart,1619253.0,2375.0,3176.0,landscape,1824,Caspar David Friedrich
Romanticism,97952.jpg,Choosing,wikiart,3517423.0,3178.0,2373.0,portrait,,George Frederick Watts
Romanticism,94051.jpg,The Meadow of San Isidro on his Feast Day,wikiart,4613199.0,1836.0,4096.0,genre painting,1788,Francisco Goya
Impressionism,11295.jpg,Edmond and Thérèse Morbilli,wikiart,1265739.0,3146.0,2388.0,portrait,1867,Edgar Degas
Romanticism,78308.jpg,"Elizabeth Vassall Fox, Lady Holland Henry Richard Vassall Fox, 3rd Baron Holland Mrs Brown",wikiart,1125633.0,3130.0,2400.0,sketch and study,,Edwin Henry Landseer
Impressionism,7614.jpg,Edmond Duranty,wikiart,1425713.0,2765.0,2708.0,portrait,1879,Edgar Degas
Impressionism,56418.jpg,Pierrot with Guitar,wikiart,1505931.0,3250.0,2302.0,genre painting,1869,Honore Daumier
Romanticism,98820.jpg,Painter dividing into sheets a paperboard of drawing,wikiart,870341.0,3252.0,2299.0,genre painting,,Honore Daumier
Romanticism,30734.jpg,The big connection channel at Southall Mill,wikiart,419648.0,2354.0,3176.0,genre painting,1810,William Turner
Impressionism,84017.jpg,The Dancing Examination,wikiart,1633618.0,3173.0,2356.0,genre painting,1880,Edgar Degas
Impressionism,44022.jpg,"Ballet Class, the Dance Hall",wikiart,1702450.0,2792.0,2676.0,genre painting,1880,Edgar Degas
Romanticism,50999.jpg,The Black Marble Clock ,wikiart,735063.0,2347.0,3176.0,still life,c.1870,Paul Cezanne
Romanticism,49008.jpg,Henry Fawcett; Dame Millicent Garrett Fawcett,wikiart,1308709.0,3105.0,2400.0,portrait,1872,Ford Madox Brown
Romanticism,46078.jpg,Danse de fiançailles,wikiart,4266985.0,2784.0,2674.0,design,1885.0,Luc-Olivier Merson
Romanticism,79439.jpg,View of Orvieto,wikiart,415074.0,2337.0,3176.0,landscape,1829,William Turner
Romanticism,13761.jpg,John Playfair,wikiart,684110.0,3090.0,2400.0,portrait,c.1811,Henry Raeburn
Impressionism,25299.jpg,The Hermitage at Pontoise,wikiart,811302.0,2335.0,3176.0,landscape,1874,Camille Pissarro
Impressionism,96231.jpg,A Painter at Work,wikiart,837995.0,2334.0,3176.0,genre painting,1875,Paul Cezanne
Impressionism,84733.jpg,Cafe Concert,wikiart,1505576.0,3155.0,2349.0,genre painting,1877,At Les Ambassadeurs
Impressionism,42660.jpg,"Tuileries, the woman with a parasol",wikiart,1549188.0,3176.0,2332.0,portrait,1877,Edgar Degas
Romanticism,22770.jpg,Annie Miller,wikiart,1392897.0,3026.0,2446.0,sketch and study,1877,Dante Gabriel Rossetti
Impressionism,11288.jpg,Fisherman's House at Varengeville,wikiart,2165900.0,2467.0,3000.0,landscape,1882,Claude Monet
Impressionism,3603.jpg,By the Water (Near the Lake),wikiart,3101665.0,2500.0,2959.0,genre painting,c.1880,Pierre-Auguste Renoir
Impressionism,71254.jpg,Blooming Apple Trees,wikiart,2900984.0,2390.0,3095.0,landscape,,Kimon Loghi
Impressionism,28594.jpg,Helene Rouart in Her Father s Study,wikiart,1232868.0,3176.0,2329.0,portrait,1886,Edgar Degas
Romanticism,58700.jpg,Cenotaph to the Memory of Sir Joshua Reynolds,wikiart,9225105.0,3000.0,2462.0,landscape,,John Constable
Impressionism,90352.jpg,Marina,wikiart,1739629.0,2358.0,3129.0,marina,1898,Eugene Boudin
Romanticism,57427.jpg,The Judgement of Paris,wikiart,844647.0,2303.0,3200.0,mythological painting,1864,Paul Cezanne
Romanticism,101496.jpg,"Bonneville, Savoy with Mont Blanc",wikiart,445794.0,2302.0,3200.0,landscape,1803,William Turner
Romanticism,51988.jpg,Deer and Deer Hounds in a Mountain Torrent,wikiart,4510560.0,2380.0,3093.0,wildlife painting,1832,Edwin Henry Landseer
Impressionism,63091.jpg,Dancers in Blue,wikiart,601799.0,2902.0,2536.0,genre painting,1895,Edgar Degas
Romanticism,76890.jpg,Francis Horner,wikiart,839023.0,3061.0,2400.0,portrait,,Henry Raeburn
Romanticism,64162.jpg,View to Mödling,wikipedia,4582210.0,2448.0,3000.0,landscape,1848,Ferdinand Georg Waldmüller
Impressionism,82842.jpg,At the Races,wikiart,843036.0,1792.0,4096.0,genre painting,c.1892,Before the Start
Impressionism,36886.jpg,Dancer in her dressing room,wikiart,1372803.0,3083.0,2378.0,genre painting,1879,Edgar Degas
Romanticism,16319.jpg,A Rest by the Roadside,wikiart,1899010.0,3000.0,2443.0,genre painting,,William Shayer
Impressionism,12173.jpg,Flying Shadows,wikiart,1588586.0,2436.0,3000.0,landscape,1910.0,Robert Julian Onderdonk
Romanticism,63892.jpg,Souvenir of Achéres,wikiart,1720913.0,2260.0,3232.0,landscape,1903,Jean-Leon Gerome
Impressionism,23523.jpg,Dancer Posing,wikiart,1777672.0,3162.0,2310.0,genre painting,1878,Edgar Degas
Romanticism,54855.jpg,Funeral scene at the beach,wikiart,1043735.0,2431.0,3000.0,genre painting,,Caspar David Friedrich
Impressionism,33351.jpg,Woman at Her Toilette,wikiart,1876378.0,2682.0,2715.0,nude painting (nu),1905,Edgar Degas
Romanticism,54838.jpg,A Chestnut Racehorse,wikiart,3566453.0,2516.0,2892.0,animal painting,,George Stubbs
Impressionism,95494.jpg,The Pedicure,wikiart,1461258.0,3147.0,2310.0,genre painting,1873,Edgar Degas
Romanticism,86255.jpg,The Wheel of Fortune,wikiart,2473563.0,3780.0,1919.0,allegorical painting,1883,Edward Burne-Jones
Impressionism,50977.jpg,Landscape near Montecarlo,wikiart,2395530.0,2419.0,2997.0,landscape,1883,Claude Monet
Impressionism,58952.jpg,The Cup of Tea (Breakfast after Bathing),wikiart,1610096.0,3171.0,2285.0,genre painting,1883,Edgar Degas
Romanticism,54385.jpg,Veronica Veronese,wikiart,4772063.0,2980.0,2428.0,portrait,1872,Dante Gabriel Rossetti
Impressionism,26979.jpg,The Toilette,wikiart,1884355.0,2647.0,2733.0,nude painting (nu),1897,Edgar Degas
Impressionism,20745.jpg,Two Dancers on Stage,wikiart,1560288.0,3132.0,2304.0,genre painting,1877,Edgar Degas
Impressionism,58972.jpg,Sunset,wikiart,2505657.0,2333.0,3093.0,landscape,,Kimon Loghi
Impressionism,5701.jpg,The Absinthe Drinker,wikiart,1383529.0,3170.0,2274.0,genre painting,1876,Edgar Degas
Romanticism,32737.jpg,"Blackman Street, London",wikiart,1795206.0,3000.0,2402.0,cityscape,1885,John Atkinson Grimshaw
Impressionism,17412.jpg,Two harlequins,wikiart,1516856.0,3154.0,2282.0,genre painting,1886,Edgar Degas
Romanticism,5458.jpg,The Epsom Derby,wikiart,698840.0,2248.0,3200.0,animal painting,1821,Theodore Gericault
Impressionism,38252.jpg,Trees in Bloom,wikiart,1206162.0,2396.0,3000.0,landscape,1872,Claude Monet
Impressionism,76222.jpg,"After the Bath, Woman Drying Herself ",wikiart,1632640.0,2760.0,2603.0,nude painting (nu),1892,Edgar Degas
Impressionism,57620.jpg,The Rock Needle Seen through the Porte d'Aval,wikiart,1818565.0,2412.0,2977.0,landscape,1886,Claude Monet
Romanticism,99707.jpg,Back view of a bather,wikiart,541198.0,2829.0,2536.0,nude painting (nu),1859,Francesco Hayez
Impressionism,34888.jpg,The Church at Varengeville,wikiart,3595007.0,2391.0,3000.0,landscape,1882,Claude Monet
Impressionism,11308.jpg,The Promenade near Limetz,wikiart,2402461.0,2390.0,3000.0,genre painting,1887,Claude Monet
Romanticism,55896.jpg,Chalk Cliffs on Rügen,wikiart,2526088.0,3000.0,2383.0,landscape,c.1817,Caspar David Friedrich
Impressionism,19915.jpg,Flood Waters,wikiart,2073325.0,2383.0,3000.0,landscape,1896,Claude Monet
Romanticism,71862.jpg,Self-portrait,wikiart,1485145.0,2974.0,2400.0,self-portrait,1851,Arthur Hughes
Impressionism,70292.jpg,Before dusk,wikiart,1101634.0,2876.0,2480.0,landscape,,Konstantinos Volanakis
Impressionism,86389.jpg,The Mannerport near Etretat,wikiart,2035400.0,3000.0,2376.0,landscape,1886,Claude Monet
Impressionism,40130.jpg,The Obstpfluckerin,wikiart,968655.0,2223.0,3200.0,genre painting,1877,Paul Cezanne
Impressionism,4808.jpg,The Loing at Moret,wikiart,707450.0,2221.0,3200.0,landscape,1881,Alfred Sisley
Romanticism,21957.jpg,The Third of May 1808 (Execution of the Defenders of Madrid) ,wikiart,2029323.0,2328.0,3051.0,history painting,1814,Francisco Goya
Impressionism,9295.jpg,Visit to a Museum,wikiart,1443202.0,3145.0,2258.0,genre painting,1880,Edgar Degas
Impressionism,97509.jpg,Diego Martelli ,wikiart,1430423.0,2824.0,2509.0,portrait,1879,Edgar Degas
Impressionism,9865.jpg,Grainstack at Sunset,wikiart,1628205.0,2360.0,3000.0,landscape,1891,Claude Monet
Romanticism,20603.jpg,Abraham Raimbach,wikiart,1504195.0,2943.0,2400.0,portrait,,David Wilkie
Impressionism,15127.jpg,The Lake in the Forest,wikiart,2453609.0,3138.0,2249.0,landscape,,Kimon Loghi
Impressionism,24766.jpg,Surf and Rocks,wikiart,3912858.0,2136.0,3300.0,marina,1906,Childe Hassam
Impressionism,95079.jpg,Self Portrait in a Soft Hat,wikiart,1106473.0,3127.0,2254.0,self-portrait,1858,Edgar Degas
Romanticism,39534.jpg,John Home,wikiart,869318.0,2934.0,2400.0,portrait,,Henry Raeburn
Romanticism,47949.jpg,Torquato Tassos Vaterhaus in Sorrent bei Neapel,wikiart,3647628.0,2382.0,2952.0,marina,1836,Rudolf von Alt
Romanticism,86372.jpg,The wanderer above the sea of fog,wikiart,1770521.0,3000.0,2343.0,allegorical painting,1818,Caspar David Friedrich
Romanticism,60737.jpg,The stages of life,wikiart,1741650.0,2340.0,3000.0,allegorical painting,1835,Caspar David Friedrich
Romanticism,98443.jpg,Portrait of King William IV (1765-1837) ,wikiart,1484956.0,2921.0,2400.0,portrait,1837,David Wilkie
Romanticism,87423.jpg,Advice to a Young Artist,wikiart,1346514.0,2970.0,2358.0,genre painting,1860,Honore Daumier
Impressionism,39824.jpg,River Landscape by Moret sur Loing,wikiart,728028.0,2187.0,3200.0,landscape,c.1890,Alfred Sisley
Impressionism,81334.jpg,Hanging the Laundry out to Dry,wikiart,6141746.0,2388.0,2930.0,landscape,1875,Berthe Morisot
Romanticism,32386.jpg,The Watzmann,wikiart,2199105.0,2326.0,3000.0,landscape,1825,Caspar David Friedrich
Romanticism,95437.jpg,Hugh William Williams,wikiart,611519.0,2906.0,2400.0,portrait,,Henry Raeburn
Impressionism,57905.jpg,Meadow,wikiart,7329871.0,2286.0,3050.0,landscape,1875,Alfred Sisley
Romanticism,21624.jpg,Henry Mackenzie,wikiart,574727.0,2905.0,2400.0,portrait,,Henry Raeburn
Romanticism,7085.jpg,"Alfred Tennyson, 1st Baron Tennyson",wikiart,1341973.0,2901.0,2400.0,portrait,,George Frederick Watts
Romanticism,17484.jpg,Venus Verticordia,wikiart,2587771.0,2952.0,2358.0,mythological painting,1868,Dante Gabriel Rossetti
Romanticism,94649.jpg,"Still life, plucked turkey and pan with fish",wikiart,396778.0,2175.0,3200.0,still life,1812,Francisco Goya
Impressionism,43448.jpg,Jockeys before the Start with Flagpoll,wikiart,1288258.0,3191.0,2179.0,genre painting,1879,Edgar Degas
Romanticism,86527.jpg,Charles Booth,wikiart,1990602.0,2897.0,2400.0,portrait,,George Frederick Watts
Romanticism,19876.jpg,Oak tree in the snow,wikiart,2066692.0,3000.0,2312.0,landscape,c.1828,Caspar David Friedrich
Romanticism,9378.jpg,The dreamer,wikiart,2926706.0,3000.0,2312.0,landscape,1840,Caspar David Friedrich
Romanticism,45375.jpg,Russian Beauty,wikiart,2566876.0,3200.0,2167.0,portrait,,Konstantin Makovsky
Romanticism,31761.jpg,Neubrandenburg,wikiart,1376489.0,2979.0,2315.0,landscape,c.1817,Caspar David Friedrich
Impressionism,3266.jpg,Ballet Dancers in the Wings,wikiart,1821780.0,2800.0,2461.0,genre painting,1900,Edgar Degas
Romanticism,94271.jpg,Two Men by the Sea,wikiart,3382134.0,2280.0,3021.0,genre painting,,Caspar David Friedrich
Romanticism,87577.jpg,The beautiful Hand,wikiart,3864568.0,3012.0,2286.0,genre painting,1875,Dante Gabriel Rossetti
Impressionism,51486.jpg,Three Russian Dancers,wikiart,2147122.0,2556.0,2689.0,genre painting,1895,Edgar Degas
Romanticism,46018.jpg,Megalithic grave,wikiart,982622.0,2089.0,3280.0,landscape,,Caspar David Friedrich
Romanticism,14732.jpg,Chaucer at the Court of Edward III,wikiart,3276247.0,2952.0,2319.0,history painting,1851,Ford Madox Brown
Impressionism,71777.jpg,Seated Woman pulling her glove,wikiart,1433444.0,2515.0,2711.0,genre painting,1890,Edgar Degas
Romanticism,2444.jpg,Lion Snapping at a Butterfly,wikiart,4253308.0,2332.0,2921.0,animal painting,1889,Jean-Leon Gerome
Romanticism,90386.jpg,Fribourg Suisse ,wikiart,3987425.0,2304.0,2953.0,cityscape,1857.0,John Ruskin
Impressionism,74279.jpg,"The Surgeon, Ferdinand Sauerbruch",wikiart,2448061.0,3000.0,2267.0,portrait,1932,Max Liebermann
Impressionism,80726.jpg,Ballet Scene from Robert la Diable,wikiart,1061855.0,2523.0,2694.0,genre painting,1872,Edgar Degas
Impressionism,30593.jpg,Bluebonnets at Late Afternoon,wikiart,2461769.0,2262.0,3000.0,landscape,,Robert Julian Onderdonk
Impressionism,34255.jpg,Morning in the Hills Southwest Texas,wikiart,830947.0,2261.0,3000.0,landscape,,Robert Julian Onderdonk
Impressionism,1171.jpg,"Dancers, Pink and Green",wikiart,1728871.0,2807.0,2415.0,genre painting,1890,Edgar Degas
Romanticism,10012.jpg,Man and Woman,wikiart,3455388.0,2259.0,3000.0,genre painting,,Caspar David Friedrich
Romanticism,68612.jpg,As You Like It,wikiart,704646.0,2111.0,3200.0,symbolic painting,c.1880,Adolphe Joseph Thomas Monticelli
Romanticism,100142.jpg,Kiseleva,wikiart,392309.0,2957.0,2281.0,portrait,,Vasily Tropinin
Impressionism,57522.jpg,Summer's Day,wikiart,4065673.0,2034.0,3306.0,genre painting,1879,Berthe Morisot
Romanticism,63725.jpg,"Raby Castle, Residence of the Earl of Darlington",wikiart,368348.0,2097.0,3200.0,landscape,1818,William Turner
Romanticism,93348.jpg,"Unknown man, formerly known as James Northcote",wikiart,987679.0,2789.0,2400.0,portrait,,David Wilkie
Impressionism,22352.jpg,Hush! (The Concert),wikiart,789882.0,2180.0,3065.0,genre painting,c.1875,James Tissot
Impressionism,66726.jpg,Portrait of Henri Michel-Levy in his studio,wikiart,1279094.0,3151.0,2118.0,portrait,1879,Edgar Degas
